PS C:\Users\C24692E\Downloads\fcu> & "C:/Program Files/Python312/python.exe" c:/Users/C24692E/Downloads/fcu/new.py
2026-01-26 16:33:09 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:09 - TestDataGenerator - INFO - COMPLETE WATERFALL TEST DATA GENERATION
2026-01-26 16:33:09 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:09 - TestDataGenerator - INFO - Output Directory: output\20260126_163309_Partners_Federal_Credit_Union
2026-01-26 16:33:09 - TestDataGenerator - INFO - Project: Partners Federal Credit Union
2026-01-26 16:33:09 - TestDataGenerator - INFO - Version: 1.0
2026-01-26 16:33:09 - TestDataGenerator - INFO - Loading policy rules from ./input/PolicyArtifacts.xlsx, sheet: Policy Rules
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 1 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 2 with 1 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 3 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 4 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 5 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 6 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 7 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 8 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 9 with 2 rule(s)
2026-01-26 16:33:19 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:19 - TestDataGenerator - INFO -
[74/75] Processing: Sec App 1 Policy Rule 64
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:19 - TestDataGenerator - INFO -
[75/75] Processing: Sec App 1 Policy Rule 65
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:19 - TestDataGenerator - INFO -
============================================================
2026-01-26 16:33:19 - TestDataGenerator - INFO - GENERATION STATISTICS
2026-01-26 16:33:19 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:19 - TestDataGenerator - INFO - Total Policies:      75
2026-01-26 16:33:19 - TestDataGenerator - INFO - Successful (SAT):    75 (100.0%)
2026-01-26 16:33:19 - TestDataGenerator - INFO - Failed (UNSAT):      0 (0.0%)
2026-01-26 16:33:19 - TestDataGenerator - INFO - Unknown:             0
2026-01-26 16:33:19 - TestDataGenerator - INFO - Skipped:             0
2026-01-26 16:33:19 - TestDataGenerator - INFO - Avg Constraints:     29.7 per policy
2026-01-26 16:33:19 - TestDataGenerator - INFO - Total Time:          9.69 seconds
2026-01-26 16:33:19 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:19 - TestDataGenerator - INFO -
============================================================
2026-01-26 16:33:19 - TestDataGenerator - INFO - Generation complete. Created 75 complete test records
2026-01-26 16:33:19 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:20 - TestDataGenerator - INFO - [OK] Excel file formatted with styling, freeze panes, and autofilter
2026-01-26 16:33:20 - TestDataGenerator - INFO - [OK] Output saved to: output\20260126_163309_Partners_Federal_Credit_Union\Test_Data_Generated.xlsx
2026-01-26 16:33:20 - TestDataGenerator - INFO - [OK] Summary report saved to: output\20260126_163309_Partners_Federal_Credit_Union\Test_Data_Generated_REPORT.txt
2026-01-26 16:33:20 - TestDataGenerator - INFO - [OK] Copied input files to output directory: PolicyArtifacts.xlsx, PolicyArtifacts.xlsx, input.xlsx
2026-01-26 16:33:20 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:20 - TestDataGenerator - INFO - GENERATION COMPLETE
2026-01-26 16:33:20 - TestDataGenerator - INFO - All files saved to: output\20260126_163309_Partners_Federal_Credit_Union
2026-01-26 16:33:20 - TestDataGenerator - INFO - ============================================================
PS C:\Users\C24692E\Downloads\fcu> 
